instituicao,uf,populacao,conta,estagio,valor,ano
Prefeitura Municipal de Campo Grande - MS,MS,906092,18.541 - Preservação e Conservação Ambiental,PAGO,3.382142945E7,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,18.542 - Controle Ambiental,PAGO,862861.62,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,19 - Ciência e Tecnologia,PAGO,1050827.29,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,19.573 - Difusão do Conhecimento Científico e Tecnológico,PAGO,1050827.29,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,20 - Agricultura,PAGO,5786473.9,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,22 - Indústria,PAGO,180791.36,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,22.661 - Promoção Industrial,PAGO,180791.36,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,23 - Comércio e Serviços,PAGO,7406728.38,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,23.691 - Promoção Comercial,PAGO,1661051.49,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,23.695 - Turismo,PAGO,1839696.72,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,23.122 - Administração Geral,PAGO,3905980.17,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,24 - Comunicações,PAGO,6851123.99,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,26 - Transporte,PAGO,1.9907744365E8,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,26.782 - Transporte Rodoviário,PAGO,1.9079445799E8,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,26.122 - Administração Geral,PAGO,8282985.66,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,27 - Desporto e Lazer,PAGO,1.521753403E7,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,27.812 - Desporto Comunitário,PAGO,1.157495811E7,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,27.122 - Administração Geral,PAGO,3642575.92,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,28 - Encargos Especiais,PAGO,1.692274829E8,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,28.843 - Serviço da Dívida Interna,PAGO,1.2576345839E8,2021
Prefeitura Municipal de Campo Grande - MS,MS,906092,28.844 - Serviço da Dívida Externa,PAGO,1.556988281E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,01 - Legislativa,EMPENHADO,5.952640999E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,01.031 - Ação Legislativa,EMPENHADO,6842066.04,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,01.122 - Administração Geral,EMPENHADO,4.660206162E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,02 - Judiciária,EMPENHADO,91369.56,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04 - Administração,EMPENHADO,3.2981944176E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.121 - Planejamento e Orçamento,EMPENHADO,33147.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.122 - Administração Geral,EMPENHADO,2.6043813726E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.123 - Administração Financeira,EMPENHADO,9894451.93,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.124 - Controle Interno,EMPENHADO,21434.1,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.126 - Tecnologia da Informação,EMPENHADO,5169538.41,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.128 - Formação de Recursos Humanos,EMPENHADO,12490.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.129 - Administração de Receitas,EMPENHADO,2.37466514E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06 - Segurança Pública,EMPENHADO,2.297643627E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06.182 - Defesa Civil,EMPENHADO,1462743.68,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06.183 - Informação e Inteligência,EMPENHADO,63653.49,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06.122 - Administração Geral,EMPENHADO,2.14500391E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08 - Assistência Social,EMPENHADO,4.078529854E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08.243 - Assistência à Criança e ao Adolescente,EMPENHADO,1.164163127E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08.244 - Assistência Comunitária,EMPENHADO,2.339492061E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08.122 - Administração Geral,EMPENHADO,85449.27,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09 - Previdência Social,EMPENHADO,2.9607277472E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09.271 - Previdência Básica,EMPENHADO,9547065.36,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09.272 - Previdência do Regime Estatutário,EMPENHADO,2.785868119E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09.122 - Administração Geral,EMPENHADO,7938897.46,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10 - Saúde,EMPENHADO,8.4985824024E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.301 - Atenção Básica,EMPENHADO,1.2161614479E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.302 - Assistência Hospitalar e Ambulatorial,EMPENHADO,3.9322658727E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.303 - Suporte Profilático e Terapêutico,EMPENHADO,7991427.13,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.304 - Vigilância Sanitária,EMPENHADO,899965.58,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.305 - Vigilância Epidemiológica,EMPENHADO,1.237472555E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.122 - Administração Geral,EMPENHADO,3.0612685515E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,11 - Trabalho,EMPENHADO,1379617.36,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,11.333 - Empregabilidade,EMPENHADO,1379617.36,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12 - Educação,EMPENHADO,5.7933149301E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.361 - Ensino Fundamental,EMPENHADO,5.5294393014E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.365 - Educação Infantil,EMPENHADO,4280092.7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.366 - Educação de Jovens e Adultos,EMPENHADO,142581.42,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.368 - Educação Básica,EMPENHADO,2451889.44,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.122 - Administração Geral,EMPENHADO,1746171.8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,13 - Cultura,EMPENHADO,6563499.56,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,13.392 - Difusão Cultural,EMPENHADO,6563499.56,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,14 - Direitos da Cidadania,EMPENHADO,579553.62,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,"14.422 - Direitos Individuais, Coletivos e Difusos",EMPENHADO,457753.62,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15 - Urbanismo,EMPENHADO,1.1506400256E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15.451 - Infraestrutura Urbana,EMPENHADO,1.653953024E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15.452 - Serviços Urbanos,EMPENHADO,8.207167887E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15.122 - Administração Geral,EMPENHADO,1.637133545E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,16 - Habitação,EMPENHADO,4933265.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,16.482 - Habitação Urbana,EMPENHADO,4912515.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,17 - Saneamento,EMPENHADO,283707.3,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18 - Gestão Ambiental,EMPENHADO,9417589.87,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.541 - Preservação e Conservação Ambiental,EMPENHADO,1004013.16,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.542 - Controle Ambiental,EMPENHADO,548021.42,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.543 - Recuperação de Áreas Degradadas,EMPENHADO,2448228.13,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.122 - Administração Geral,EMPENHADO,5417327.16,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,19 - Ciência e Tecnologia,EMPENHADO,2157046.09,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,19.573 - Difusão do Conhecimento Científico e Tecnológico,EMPENHADO,33500.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,23 - Comércio e Serviços,EMPENHADO,355638.22,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,23.692 - Comercialização,EMPENHADO,246532.32,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,23.695 - Turismo,EMPENHADO,109105.9,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,24 - Comunicações,EMPENHADO,1.592954461E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,25 - Energia,EMPENHADO,2.839287916E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,25.752 - Energia Elétrica,EMPENHADO,2.839287916E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,26 - Transporte,EMPENHADO,2.676927796E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,26.782 - Transporte Rodoviário,EMPENHADO,2.676927796E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27 - Desporto e Lazer,EMPENHADO,7515406.82,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.811 - Desporto de Rendimento,EMPENHADO,1052835.35,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.812 - Desporto Comunitário,EMPENHADO,71576.26,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.813 - Lazer,EMPENHADO,9200.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.122 - Administração Geral,EMPENHADO,6381795.21,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28 - Encargos Especiais,EMPENHADO,1.5263243505E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28.843 - Serviço da Dívida Interna,EMPENHADO,6.957873454E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28.845 - Outras Transferências,EMPENHADO,7090873.26,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28.846 - Outros Encargos Especiais,EMPENHADO,4.321640175E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,01 - Legislativa,PAGO,5.952640999E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,01.031 - Ação Legislativa,PAGO,6842066.04,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,01.122 - Administração Geral,PAGO,4.660206162E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,02 - Judiciária,PAGO,87369.56,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04 - Administração,PAGO,3.0326426822E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.121 - Planejamento e Orçamento,PAGO,13147.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.122 - Administração Geral,PAGO,2.369356659E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.123 - Administração Financeira,PAGO,8397294.89,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.124 - Controle Interno,PAGO,21434.1,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.126 - Tecnologia da Informação,PAGO,4514278.59,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.128 - Formação de Recursos Humanos,PAGO,12490.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,04.129 - Administração de Receitas,PAGO,2.37466514E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06 - Segurança Pública,PAGO,2.256858209E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06.182 - Defesa Civil,PAGO,1181398.94,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06.183 - Informação e Inteligência,PAGO,63653.49,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,06.122 - Administração Geral,PAGO,2.132352966E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08 - Assistência Social,PAGO,3.702700262E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08.243 - Assistência à Criança e ao Adolescente,PAGO,1.118252375E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08.244 - Assistência Comunitária,PAGO,2.146935009E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,08.122 - Administração Geral,PAGO,75910.81,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09 - Previdência Social,PAGO,2.9588098632E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09.271 - Previdência Básica,PAGO,9423889.23,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09.272 - Previdência do Regime Estatutário,PAGO,2.785868119E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,09.122 - Administração Geral,PAGO,7870285.19,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10 - Saúde,PAGO,7.8297493918E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.301 - Atenção Básica,PAGO,1.1894469671E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.302 - Assistência Hospitalar e Ambulatorial,PAGO,3.3780440719E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.303 - Suporte Profilático e Terapêutico,PAGO,5461194.07,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.304 - Vigilância Sanitária,PAGO,815090.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.305 - Vigilância Epidemiológica,PAGO,1.226192431E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,10.122 - Administração Geral,PAGO,3.0105618595E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,11 - Trabalho,PAGO,1373426.76,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,11.333 - Empregabilidade,PAGO,1373426.76,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12 - Educação,PAGO,3.8504166924E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.361 - Ensino Fundamental,PAGO,3.7001723915E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.365 - Educação Infantil,PAGO,2379650.57,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.366 - Educação de Jovens e Adultos,PAGO,120893.84,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,12.122 - Administração Geral,PAGO,1214303.04,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,13 - Cultura,PAGO,6242399.64,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,13.392 - Difusão Cultural,PAGO,6242399.64,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,14 - Direitos da Cidadania,PAGO,563634.82,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,"14.422 - Direitos Individuais, Coletivos e Difusos",PAGO,441834.82,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15 - Urbanismo,PAGO,1.0301633072E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15.451 - Infraestrutura Urbana,PAGO,1.468369875E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15.452 - Serviços Urbanos,PAGO,7.187983852E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,15.122 - Administração Geral,PAGO,1.637133545E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,16 - Habitação,PAGO,3088514.27,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,16.482 - Habitação Urbana,PAGO,3067764.27,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,17 - Saneamento,PAGO,283707.3,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18 - Gestão Ambiental,PAGO,7460524.46,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.541 - Preservação e Conservação Ambiental,PAGO,994413.16,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.542 - Controle Ambiental,PAGO,488801.59,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.543 - Recuperação de Áreas Degradadas,PAGO,623711.02,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,18.122 - Administração Geral,PAGO,5353598.69,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,19 - Ciência e Tecnologia,PAGO,2157046.09,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,19.573 - Difusão do Conhecimento Científico e Tecnológico,PAGO,33500.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,23 - Comércio e Serviços,PAGO,330188.9,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,23.692 - Comercialização,PAGO,237803.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,23.695 - Turismo,PAGO,92385.9,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,24 - Comunicações,PAGO,1.482875175E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,25 - Energia,PAGO,2.600499442E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,25.752 - Energia Elétrica,PAGO,2.600499442E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,26 - Transporte,PAGO,2.154312537E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,26.782 - Transporte Rodoviário,PAGO,2.154312537E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27 - Desporto e Lazer,PAGO,7308476.82,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.811 - Desporto de Rendimento,PAGO,852835.35,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.812 - Desporto Comunitário,PAGO,64646.26,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.813 - Lazer,PAGO,9200.0,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,27.122 - Administração Geral,PAGO,6381795.21,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28 - Encargos Especiais,PAGO,1.4397212293E8,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28.843 - Serviço da Dívida Interna,PAGO,6.723438551E7,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28.845 - Outras Transferências,PAGO,6529247.56,2021
Prefeitura Municipal de João Pessoa - PB,PB,817511,28.846 - Outros Encargos Especiais,PAGO,4.089257153E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,01 - Legislativa,EMPENHADO,9.391749252E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,01.031 - Ação Legislativa,EMPENHADO,9.391749252E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,03 - Essencial à Justiça,EMPENHADO,1.7128938E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,03.122 - Administração Geral,EMPENHADO,1.7128938E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04 - Administração,EMPENHADO,1.156572429E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04.121 - Planejamento e Orçamento,EMPENHADO,7188539.55,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04.122 - Administração Geral,EMPENHADO,7.553463054E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04.123 - Administração Financeira,EMPENHADO,3.015827893E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04.124 - Controle Interno,EMPENHADO,1909799.32,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04.129 - Administração de Receitas,EMPENHADO,699689.09,2021
Prefeitura Municipal de Belém - PA,PA,1499641,06 - Segurança Pública,EMPENHADO,1.0037409444E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,06.183 - Informação e Inteligência,EMPENHADO,12995.0,2021
Prefeitura Municipal de Belém - PA,PA,1499641,06.122 - Administração Geral,EMPENHADO,1.0036109944E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,08 - Assistência Social,EMPENHADO,1.6950520548E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,08.243 - Assistência à Criança e ao Adolescente,EMPENHADO,2089758.7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,08.244 - Assistência Comunitária,EMPENHADO,3.137965889E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,08.122 - Administração Geral,EMPENHADO,1.3597410289E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,09 - Previdência Social,EMPENHADO,1.4780749442E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,09.272 - Previdência do Regime Estatutário,EMPENHADO,64735.0,2021
Prefeitura Municipal de Belém - PA,PA,1499641,09.274 - Previdência Especial,EMPENHADO,1.3667965683E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,09.122 - Administração Geral,EMPENHADO,1.104411659E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,10 - Saúde,EMPENHADO,1.06419159942E9,2021
Prefeitura Municipal de Belém - PA,PA,1499641,10.301 - Atenção Básica,EMPENHADO,1.4656296427E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,10.302 - Assistência Hospitalar e Ambulatorial,EMPENHADO,6.5019542376E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,10.303 - Suporte Profilático e Terapêutico,EMPENHADO,2.080756229E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,10.304 - Vigilância Sanitária,EMPENHADO,334552.53,2021
Prefeitura Municipal de Belém - PA,PA,1499641,10.305 - Vigilância Epidemiológica,EMPENHADO,3.343982419E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,10.122 - Administração Geral,EMPENHADO,2.1285127238E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,11 - Trabalho,EMPENHADO,1.750159145E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,11.334 - Fomento ao Trabalho,EMPENHADO,41249.22,2021
Prefeitura Municipal de Belém - PA,PA,1499641,11.122 - Administração Geral,EMPENHADO,1.746034223E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,12 - Educação,EMPENHADO,5.7228033952E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,12.361 - Ensino Fundamental,EMPENHADO,3.6794971214E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,12.362 - Ensino Médio,EMPENHADO,1228955.61,2021
Prefeitura Municipal de Belém - PA,PA,1499641,12.365 - Educação Infantil,EMPENHADO,7.730673883E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,12.366 - Educação de Jovens e Adultos,EMPENHADO,538110.18,2021
Prefeitura Municipal de Belém - PA,PA,1499641,12.122 - Administração Geral,EMPENHADO,1.1632272595E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,13 - Cultura,EMPENHADO,8242353.34,2021
Prefeitura Municipal de Belém - PA,PA,1499641,13.392 - Difusão Cultural,EMPENHADO,3523207.0,2021
Prefeitura Municipal de Belém - PA,PA,1499641,13.122 - Administração Geral,EMPENHADO,4719146.34,2021
Prefeitura Municipal de Belém - PA,PA,1499641,15 - Urbanismo,EMPENHADO,1.3619780346E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,15.451 - Infraestrutura Urbana,EMPENHADO,4.494167983E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,15.452 - Serviços Urbanos,EMPENHADO,7.511093005E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,15.453 - Transportes Coletivos Urbanos,EMPENHADO,306594.63,2021
Prefeitura Municipal de Belém - PA,PA,1499641,15.122 - Administração Geral,EMPENHADO,1.583859895E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,16 - Habitação,EMPENHADO,3.44417826E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,16.482 - Habitação Urbana,EMPENHADO,8827459.07,2021
Prefeitura Municipal de Belém - PA,PA,1499641,16.122 - Administração Geral,EMPENHADO,2.561432353E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,17 - Saneamento,EMPENHADO,3.2727111706E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,17.122 - Administração Geral,EMPENHADO,4.173845098E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,18 - Gestão Ambiental,EMPENHADO,1.608821472E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,18.541 - Preservação e Conservação Ambiental,EMPENHADO,4148001.45,2021
Prefeitura Municipal de Belém - PA,PA,1499641,18.542 - Controle Ambiental,EMPENHADO,9112.13,2021
Prefeitura Municipal de Belém - PA,PA,1499641,18.122 - Administração Geral,EMPENHADO,1.193110114E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,19 - Ciência e Tecnologia,EMPENHADO,2.317231689E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,19.122 - Administração Geral,EMPENHADO,2.112493929E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,23 - Comércio e Serviços,EMPENHADO,1774509.16,2021
Prefeitura Municipal de Belém - PA,PA,1499641,23.122 - Administração Geral,EMPENHADO,1774509.16,2021
Prefeitura Municipal de Belém - PA,PA,1499641,24 - Comunicações,EMPENHADO,1.649645711E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,24.122 - Administração Geral,EMPENHADO,2747629.78,2021
Prefeitura Municipal de Belém - PA,PA,1499641,26 - Transporte,EMPENHADO,5.252643299E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,26.782 - Transporte Rodoviário,EMPENHADO,1.831866031E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,26.784 - Transporte Hidroviário,EMPENHADO,983952.0,2021
Prefeitura Municipal de Belém - PA,PA,1499641,26.122 - Administração Geral,EMPENHADO,3.322382068E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,27 - Desporto e Lazer,EMPENHADO,4468830.39,2021
Prefeitura Municipal de Belém - PA,PA,1499641,27.812 - Desporto Comunitário,EMPENHADO,17000.0,2021
Prefeitura Municipal de Belém - PA,PA,1499641,27.813 - Lazer,EMPENHADO,175323.16,2021
Prefeitura Municipal de Belém - PA,PA,1499641,27.122 - Administração Geral,EMPENHADO,4276507.23,2021
Prefeitura Municipal de Belém - PA,PA,1499641,28 - Encargos Especiais,EMPENHADO,3.9714692064E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,28.843 - Serviço da Dívida Interna,EMPENHADO,1.3476029395E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,28.844 - Serviço da Dívida Externa,EMPENHADO,2.791849417E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,28.846 - Outros Encargos Especiais,EMPENHADO,2.0285905573E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,01 - Legislativa,PAGO,9.36984504E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,01.031 - Ação Legislativa,PAGO,9.36984504E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,03 - Essencial à Justiça,PAGO,1.7128938E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,03.122 - Administração Geral,PAGO,1.7128938E7,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04 - Administração,PAGO,1.1543690083E8,2021
Prefeitura Municipal de Belém - PA,PA,1499641,04.121 - Planejamento e Orçamento,PAGO,6988359.55,2021
