instituicao,uf,populacao,conta,estagio,valor,ano
Prefeitura Municipal de Rio Branco - AC,AC,419452,19 - Ciência e Tecnologia,EMPENHADO,213180.61,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,19.572 - Desenvolvimento Tecnológico e Engenharia,EMPENHADO,213180.61,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20 - Agricultura,EMPENHADO,4.050753489E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20.605 - Abastecimento,EMPENHADO,2.431078198E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20.606 - Extensão Rural,EMPENHADO,272039.83,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20.122 - Administração Geral,EMPENHADO,1.560926441E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,26 - Transporte,EMPENHADO,4.263407505E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,26.782 - Transporte Rodoviário,EMPENHADO,1468551.83,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,27 - Desporto e Lazer,EMPENHADO,1177041.45,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,27.812 - Desporto Comunitário,EMPENHADO,1071816.39,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,27.813 - Lazer,EMPENHADO,105225.06,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,28 - Encargos Especiais,EMPENHADO,5.122583791E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,28.843 - Serviço da Dívida Interna,EMPENHADO,5.122583791E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,01 - Legislativa,PAGO,3.437637356E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,01.031 - Ação Legislativa,PAGO,3.437637356E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,03 - Essencial à Justiça,PAGO,1.548459363E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,03.092 - Representação Judicial e Extrajudicial,PAGO,1.548459363E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04 - Administração,PAGO,1.2013859202E8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.121 - Planejamento e Orçamento,PAGO,7849355.08,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.122 - Administração Geral,PAGO,6.675965997E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.123 - Administração Financeira,PAGO,2.872311579E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.124 - Controle Interno,PAGO,15000.0,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.125 - Normatização e Fiscalização,PAGO,734913.58,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.126 - Tecnologia da Informação,PAGO,1.014059589E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.128 - Formação de Recursos Humanos,PAGO,31728.33,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,04.131 - Comunicação Social,PAGO,5884223.38,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,06 - Segurança Pública,PAGO,4713110.9,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,06.181 - Policiamento,PAGO,3920393.1,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,06.182 - Defesa Civil,PAGO,792717.8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,08 - Assistência Social,PAGO,3.34190195E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,08.243 - Assistência à Criança e ao Adolescente,PAGO,226068.05,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,08.244 - Assistência Comunitária,PAGO,3.308655145E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,09 - Previdência Social,PAGO,6.787514869E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,09.272 - Previdência do Regime Estatutário,PAGO,6.787514869E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,10 - Saúde,PAGO,2.0366417641E8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,10.301 - Atenção Básica,PAGO,1.9216874518E8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,10.302 - Assistência Hospitalar e Ambulatorial,PAGO,2131444.0,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,10.303 - Suporte Profilático e Terapêutico,PAGO,3385596.39,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,10.304 - Vigilância Sanitária,PAGO,146036.6,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,10.305 - Vigilância Epidemiológica,PAGO,4799000.41,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,10.122 - Administração Geral,PAGO,1033353.83,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,11 - Trabalho,PAGO,1257952.88,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,11.334 - Fomento ao Trabalho,PAGO,1257952.88,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,12 - Educação,PAGO,2.2085685414E8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,12.361 - Ensino Fundamental,PAGO,1.3043620603E8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,12.365 - Educação Infantil,PAGO,9.02181299E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,12.366 - Educação de Jovens e Adultos,PAGO,202518.21,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,13 - Cultura,PAGO,6102678.31,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,13.392 - Difusão Cultural,PAGO,6102678.31,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,14 - Direitos da Cidadania,PAGO,441406.17,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,14.421 - Custódia e Reintegração Social,PAGO,173696.8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,"14.422 - Direitos Individuais, Coletivos e Difusos",PAGO,267709.37,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,15 - Urbanismo,PAGO,2.1214593957E8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,15.451 - Infraestrutura Urbana,PAGO,1.1757167157E8,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,15.452 - Serviços Urbanos,PAGO,9.404695252E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,15.453 - Transportes Coletivos Urbanos,PAGO,527315.48,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,17 - Saneamento,PAGO,8.758483846E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,17.512 - Saneamento Básico Urbano,PAGO,8.756494746E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,18 - Gestão Ambiental,PAGO,1.649213763E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,18.541 - Preservação e Conservação Ambiental,PAGO,3770819.08,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,18.542 - Controle Ambiental,PAGO,5031086.0,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,18.544 - Recursos Hídricos,PAGO,149985.61,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,18.122 - Administração Geral,PAGO,7540246.94,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,19 - Ciência e Tecnologia,PAGO,147059.28,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,19.572 - Desenvolvimento Tecnológico e Engenharia,PAGO,147059.28,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20 - Agricultura,PAGO,2.591544288E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20.605 - Abastecimento,PAGO,1.084114739E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20.606 - Extensão Rural,PAGO,196982.32,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,20.122 - Administração Geral,PAGO,1.45618645E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,26 - Transporte,PAGO,4.011494701E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,26.782 - Transporte Rodoviário,PAGO,1151894.38,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,27 - Desporto e Lazer,PAGO,1118279.27,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,27.812 - Desporto Comunitário,PAGO,1054134.21,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,27.813 - Lazer,PAGO,64145.06,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,28 - Encargos Especiais,PAGO,5.000043253E7,2022
Prefeitura Municipal de Rio Branco - AC,AC,419452,28.843 - Serviço da Dívida Interna,PAGO,5.000043253E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,01 - Legislativa,EMPENHADO,1.3000489481E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,01.031 - Ação Legislativa,EMPENHADO,1.1887182178E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,01.122 - Administração Geral,EMPENHADO,619587.42,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,02 - Judiciária,EMPENHADO,6.396524243E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,02.122 - Administração Geral,EMPENHADO,6.138340044E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04 - Administração,EMPENHADO,5.4923605278E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.122 - Administração Geral,EMPENHADO,4.4098469217E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.123 - Administração Financeira,EMPENHADO,242990.13,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.124 - Controle Interno,EMPENHADO,125208.7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.125 - Normatização e Fiscalização,EMPENHADO,234000.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.126 - Tecnologia da Informação,EMPENHADO,6.696038757E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.128 - Formação de Recursos Humanos,EMPENHADO,32919.5,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.129 - Administração de Receitas,EMPENHADO,1.015097951E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.130 - Administração de Concessões,EMPENHADO,3717000.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.131 - Comunicação Social,EMPENHADO,2.098337988E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06 - Segurança Pública,EMPENHADO,6.672513858E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06.182 - Defesa Civil,EMPENHADO,1.412724924E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06.183 - Informação e Inteligência,EMPENHADO,1184077.56,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06.122 - Administração Geral,EMPENHADO,5.127877872E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08 - Assistência Social,EMPENHADO,2.8300992676E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.241 - Assistência ao Idoso,EMPENHADO,2.587634385E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.242 - Assistência ao Portador de Deficiência,EMPENHADO,6257321.58,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.243 - Assistência à Criança e ao Adolescente,EMPENHADO,5.679627465E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.244 - Assistência Comunitária,EMPENHADO,1.2872555676E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.122 - Administração Geral,EMPENHADO,5.601427659E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,09 - Previdência Social,EMPENHADO,1.651217052E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,09.271 - Previdência Básica,EMPENHADO,2.000813376E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,09.272 - Previdência do Regime Estatutário,EMPENHADO,1.63120891824E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10 - Saúde,EMPENHADO,2.04859706871E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.301 - Atenção Básica,EMPENHADO,3.6332500508E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.302 - Assistência Hospitalar e Ambulatorial,EMPENHADO,1.49861366635E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.303 - Suporte Profilático e Terapêutico,EMPENHADO,4.294366398E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.304 - Vigilância Sanitária,EMPENHADO,2420671.61,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.305 - Vigilância Epidemiológica,EMPENHADO,3.771010348E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.122 - Administração Geral,EMPENHADO,7.029200168E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,11 - Trabalho,EMPENHADO,187310.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,11.334 - Fomento ao Trabalho,EMPENHADO,187310.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12 - Educação,EMPENHADO,1.01767323992E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.361 - Ensino Fundamental,EMPENHADO,5.0530690811E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.362 - Ensino Médio,EMPENHADO,8710692.76,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.365 - Educação Infantil,EMPENHADO,3.7789731751E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.367 - Educação Especial,EMPENHADO,3.554934228E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.122 - Administração Geral,EMPENHADO,7.621852492E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,13 - Cultura,EMPENHADO,3.285231213E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,"13.391 - Patrimônio Histórico, Artístico e Arqueológico",EMPENHADO,58241.74,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,13.392 - Difusão Cultural,EMPENHADO,1.195014991E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,13.122 - Administração Geral,EMPENHADO,2.084392048E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,14 - Direitos da Cidadania,EMPENHADO,6674684.43,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,"14.422 - Direitos Individuais, Coletivos e Difusos",EMPENHADO,1900277.81,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15 - Urbanismo,EMPENHADO,2.3208091078E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15.451 - Infraestrutura Urbana,EMPENHADO,1.7053084178E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15.452 - Serviços Urbanos,EMPENHADO,6.123075633E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15.122 - Administração Geral,EMPENHADO,3755.44,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,16 - Habitação,EMPENHADO,3.892290721E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,16.482 - Habitação Urbana,EMPENHADO,1.720066769E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,16.122 - Administração Geral,EMPENHADO,2.034509788E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,17 - Saneamento,EMPENHADO,9.7335118164E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,17.512 - Saneamento Básico Urbano,EMPENHADO,5.2755743059E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,17.122 - Administração Geral,EMPENHADO,4.1733323036E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,18 - Gestão Ambiental,EMPENHADO,2.116138614E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,18.541 - Preservação e Conservação Ambiental,EMPENHADO,1.251206057E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,19 - Ciência e Tecnologia,EMPENHADO,1166256.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,20 - Agricultura,EMPENHADO,128232.42,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,20.608 - Promoção da Produção Agropecuária,EMPENHADO,89496.67,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,23 - Comércio e Serviços,EMPENHADO,4797372.64,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,23.691 - Promoção Comercial,EMPENHADO,718518.88,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,23.695 - Turismo,EMPENHADO,1573570.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,23.122 - Administração Geral,EMPENHADO,2505283.76,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,26 - Transporte,EMPENHADO,1.4574432062E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,26.782 - Transporte Rodoviário,EMPENHADO,2273734.2,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,26.122 - Administração Geral,EMPENHADO,7.913281949E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,27 - Desporto e Lazer,EMPENHADO,2160244.8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,27.812 - Desporto Comunitário,EMPENHADO,2160244.8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28 - Encargos Especiais,EMPENHADO,5.6073194137E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28.843 - Serviço da Dívida Interna,EMPENHADO,1.9361338263E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28.844 - Serviço da Dívida Externa,EMPENHADO,6.482628315E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28.846 - Outros Encargos Especiais,EMPENHADO,3.0229227559E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,01 - Legislativa,PAGO,1.2081687892E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,01.031 - Ação Legislativa,PAGO,1.105376683E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,01.122 - Administração Geral,PAGO,619587.42,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,02 - Judiciária,PAGO,6.266309048E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,02.122 - Administração Geral,PAGO,6.072507136E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04 - Administração,PAGO,5.0458286111E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.122 - Administração Geral,PAGO,4.214838653E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.123 - Administração Financeira,PAGO,201357.51,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.124 - Controle Interno,PAGO,47958.47,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.125 - Normatização e Fiscalização,PAGO,234000.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.126 - Tecnologia da Informação,PAGO,4.852928566E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.128 - Formação de Recursos Humanos,PAGO,28269.5,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.129 - Administração de Receitas,PAGO,8900863.05,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.130 - Administração de Concessões,PAGO,2738210.81,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,04.131 - Comunicação Social,PAGO,1.663144546E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06 - Segurança Pública,PAGO,5.907312846E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06.182 - Defesa Civil,PAGO,8685628.69,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06.183 - Informação e Inteligência,PAGO,253799.24,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,06.122 - Administração Geral,PAGO,5.003249463E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08 - Assistência Social,PAGO,2.5549611296E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.241 - Assistência ao Idoso,PAGO,2.23384654E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.242 - Assistência ao Portador de Deficiência,PAGO,5742350.71,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.243 - Assistência à Criança e ao Adolescente,PAGO,5.187403469E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.244 - Assistência Comunitária,PAGO,1.1584716835E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,08.122 - Administração Geral,PAGO,5.234342177E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,09 - Previdência Social,PAGO,1.64866181544E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,09.271 - Previdência Básica,PAGO,1.781710487E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,09.272 - Previdência do Regime Estatutário,PAGO,1.63084471057E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10 - Saúde,PAGO,1.8266052345E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.301 - Atenção Básica,PAGO,3.1618444053E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.302 - Assistência Hospitalar e Ambulatorial,PAGO,1.35502863561E9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.303 - Suporte Profilático e Terapêutico,PAGO,2.747319035E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.304 - Vigilância Sanitária,PAGO,2348121.61,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.305 - Vigilância Epidemiológica,PAGO,3.199280867E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,10.122 - Administração Geral,PAGO,6.756832944E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,11 - Trabalho,PAGO,75100.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,11.334 - Fomento ao Trabalho,PAGO,75100.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12 - Educação,PAGO,8.9008560783E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.361 - Ensino Fundamental,PAGO,4.3141347335E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.362 - Ensino Médio,PAGO,8618388.27,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.365 - Educação Infantil,PAGO,3.3295810533E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.367 - Educação Especial,PAGO,3.196844441E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,12.122 - Administração Geral,PAGO,7.346395672E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,13 - Cultura,PAGO,2.711164404E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,"13.391 - Patrimônio Histórico, Artístico e Arqueológico",PAGO,58234.74,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,13.392 - Difusão Cultural,PAGO,9364751.32,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,13.122 - Administração Geral,PAGO,1.768865798E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,14 - Direitos da Cidadania,PAGO,4084322.4,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,"14.422 - Direitos Individuais, Coletivos e Difusos",PAGO,630776.14,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15 - Urbanismo,PAGO,1.8654378936E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15.451 - Infraestrutura Urbana,PAGO,1.3271260311E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15.452 - Serviços Urbanos,PAGO,5.380235541E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,15.122 - Administração Geral,PAGO,3755.44,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,16 - Habitação,PAGO,3.035869849E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,16.482 - Habitação Urbana,PAGO,9297175.34,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,16.122 - Administração Geral,PAGO,1.985983346E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,17 - Saneamento,PAGO,8.248010502E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,17.512 - Saneamento Básico Urbano,PAGO,4.237834853E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,17.122 - Administração Geral,PAGO,3.793815752E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,18 - Gestão Ambiental,PAGO,1.574231788E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,18.541 - Preservação e Conservação Ambiental,PAGO,9350118.79,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,19 - Ciência e Tecnologia,PAGO,1022258.67,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,20 - Agricultura,PAGO,56335.9,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,20.608 - Promoção da Produção Agropecuária,PAGO,17600.15,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,23 - Comércio e Serviços,PAGO,4012811.79,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,23.695 - Turismo,PAGO,1573570.0,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,23.122 - Administração Geral,PAGO,2439241.79,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,26 - Transporte,PAGO,1.3393157927E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,26.782 - Transporte Rodoviário,PAGO,996831.59,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,26.122 - Administração Geral,PAGO,7.401111206E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,27 - Desporto e Lazer,PAGO,712227.33,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,27.812 - Desporto Comunitário,PAGO,712227.33,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28 - Encargos Especiais,PAGO,5.5079562289E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28.843 - Serviço da Dívida Interna,PAGO,1.9361053372E8,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28.844 - Serviço da Dívida Externa,PAGO,6.482628315E7,2022
Prefeitura Municipal de Porto Alegre - RS,RS,1492530,28.846 - Outros Encargos Especiais,PAGO,2.9235880602E8,2022
Prefeitura Municipal de Macapá - AP,AP,522357,01 - Legislativa,EMPENHADO,2.26008294E7,2022
Prefeitura Municipal de Macapá - AP,AP,522357,01.031 - Ação Legislativa,EMPENHADO,2.26008294E7,2022
Prefeitura Municipal de Macapá - AP,AP,522357,04 - Administração,EMPENHADO,3.184751911E8,2022
Prefeitura Municipal de Macapá - AP,AP,522357,04.121 - Planejamento e Orçamento,EMPENHADO,4812562.65,2022
Prefeitura Municipal de Macapá - AP,AP,522357,04.122 - Administração Geral,EMPENHADO,3.0563618331E8,2022
Prefeitura Municipal de Macapá - AP,AP,522357,04.131 - Comunicação Social,EMPENHADO,8026445.14,2022
Prefeitura Municipal de Macapá - AP,AP,522357,06 - Segurança Pública,EMPENHADO,6.501393305E7,2022
Prefeitura Municipal de Macapá - AP,AP,522357,06.122 - Administração Geral,EMPENHADO,6.501393305E7,2022
Prefeitura Municipal de Macapá - AP,AP,522357,07 - Relações Exteriores,EMPENHADO,1664499.5,2022
